Code commune,Libell? des communes,Typo degr? de densit?,R?gion,Population municipale 2016,Part population dense (1),Part population interm?diaire (2),Part population peu dense (3),Part population tr?s peu dense (4)
57743,Waltembourg,3,44,251,0%,0%,"98,8118811881188%","1,18811881188119%"
57745,Wiesviller,3,44,1021,0%,0%,"99,7871208089409%","0,212879191059074%"
57746,Willerwald,3,44,1579,0%,0%,"99,6632996632997%","0,336700336700337%"
57747,Wintersbourg,4,44,274,0%,0%,0%,100%
57748,Wittring,3,44,808,0%,0%,"98,9860583016477%","1,01394169835234%"
57749,Voelfling-l?s-Bouzonville,4,44,159,0%,0%,0%,100%
57750,Woelfling-l?s-Sarreguemines,3,44,757,0%,0%,"98,2456140350877%","1,75438596491228%"
57751,Woippy,1,44,14240,"89,5603220979121%","8,27691869165538%","2,0629943704126%","0,099764840019953%"
57752,Woustviller,3,44,3254,0%,0%,"99,75635224504%","0,243647754959972%"
57753,Wuisse,4,44,67,0%,0%,0%,100%
57754,Xanrey,4,44,117,0%,0%,0%,100%
57755,Xocourt,4,44,91,0%,0%,0%,100%
57756,Xouaxange,3,44,311,0%,0%,"98,3974358974359%","1,6025641025641%"
57757,Yutz,1,44,16610,"75,351801602827%","22,4869060389979%","2,15498201552344%","0,00631034265160598%"
57759,Zarbeling,4,44,60,0%,0%,0%,100%
57760,Zetting,3,44,857,0%,0%,"99,2924528301887%","0,707547169811321%"
57761,Zilling,4,44,284,0%,0%,0%,100%
57762,Zimming,3,44,718,0%,0%,"98,5580389329488%","1,44196106705119%"
57763,Zommange,4,44,44,0%,0%,0%,100%
57764,Zoufftgen,3,44,1222,0%,0%,"98,84290164664%","1,15709835336004%"
57765,Diesen,2,44,1084,0%,"78,6962683042041%","21,3037316957959%",0%
57767,Stuckange,2,44,1078,0%,"79,1287697462901%","20,8712302537099%",0%
58001,Achun,4,27,162,0%,0%,0%,100%
58002,Alligny-Cosne,3,27,900,0%,0%,"59,8219254312743%","40,1780745687257%"
58003,Alligny-en-Morvan,4,27,620,0%,0%,0%,100%
58004,Alluy,4,27,397,0%,0%,"29,3243243243243%","70,6756756756757%"
58005,Amazy,3,27,232,0%,0%,"78,7810383747178%","21,2189616252822%"
58006,Anlezy,4,27,260,0%,0%,0%,100%
58007,Annay,4,27,345,0%,0%,0%,100%
58008,Anthien,4,27,189,0%,0%,0%,100%
58009,Arbourse,4,27,126,0%,0%,0%,100%
58010,Arleuf,4,27,761,0%,0%,"3,64546104360257%","96,3545389563974%"
58011,Armes,3,27,297,0%,0%,"95,1219512195122%","4,87804878048781%"
58012,Arquian,4,27,599,0%,0%,"8,34105653382762%","91,6589434661724%"
58013,Arthel,4,27,96,0%,0%,0%,100%
58014,Arzembouy,4,27,70,0%,0%,0%,100%
58015,Asnan,4,27,129,0%,0%,0%,100%
58016,Asnois,4,27,154,0%,0%,0%,100%
58017,Aunay-en-Bazois,4,27,234,0%,0%,0%,100%
58018,Authiou,4,27,43,0%,0%,0%,100%
58019,Avr?e,4,27,83,0%,0%,0%,100%
58020,Avril-sur-Loire,4,27,270,0%,0%,0%,100%
58021,Azy-le-Vif,4,27,213,0%,0%,0%,100%
58023,Bazoches,4,27,179,0%,0%,0%,100%
58024,Bazolles,4,27,287,0%,0%,0%,100%
58025,B?ard,4,27,184,0%,0%,0%,100%
58026,Beaulieu,4,27,176,0%,0%,0%,100%
58027,Beaumont-la-Ferri?re,4,27,126,0%,0%,0%,100%
58028,Beaumont-Sardolles,4,27,122,0%,0%,0%,100%
58029,Beuvron,4,27,83,0%,0%,0%,100%
58030,Biches,4,27,306,0%,0%,0%,100%
58031,Billy-Chevannes,4,27,328,0%,0%,0%,100%
58032,Billy-sur-Oisy,3,27,383,0%,0%,"80,8255659121172%","19,1744340878828%"
58033,Bitry,4,27,315,0%,0%,"2,22929936305732%","97,7707006369427%"
58034,Blismes,4,27,182,0%,0%,0%,100%
58035,Bona,4,27,314,0%,0%,0%,100%
58036,Bouhy,4,27,460,0%,0%,0%,100%
58037,Brassy,4,27,651,0%,0%,0%,100%
58038,Breugnon,4,27,179,0%,0%,0%,100%
58039,Br?ves,4,27,257,0%,0%,0%,100%
58040,Brinay,4,27,151,0%,0%,0%,100%
58041,Brinon-sur-Beuvron,4,27,192,0%,0%,0%,100%
58042,Bulcy,4,27,136,0%,0%,0%,100%
58043,Bussy-la-Pesle,4,27,57,0%,0%,0%,100%
58044,La Celle-sur-Loire,3,27,857,0%,0%,"84,7759361571516%","15,2240638428484%"
58045,La Celle-sur-Ni?vre,4,27,161,0%,0%,0%,100%
58046,Cercy-la-Tour,3,27,1792,0%,0%,"90,2994011976048%","9,70059880239521%"
58047,Cervon,4,27,673,0%,0%,0%,100%
58048,Cessy-les-Bois,4,27,100,0%,0%,0%,100%
58049,Chalaux,4,27,88,0%,0%,0%,100%
58050,Challement,4,27,58,0%,0%,0%,100%
58051,Challuy,3,27,1679,0%,0%,"85,3287197231834%","14,6712802768166%"
58052,Champallement,4,27,54,0%,0%,0%,100%
58053,Champlemy,4,27,340,0%,0%,0%,100%
58054,Champlin,4,27,41,0%,0%,0%,100%
58055,Champvert,3,27,850,0%,0%,"73,1879409878127%","26,8120590121873%"
58056,Champvoux,4,27,321,0%,0%,0%,100%
58057,Chantenay-Saint-Imbert,3,27,1216,0%,0%,"61,5452538631347%","38,4547461368653%"
58058,La Chapelle-Saint-Andr?,4,27,335,0%,0%,0%,100%
58059,La Charit?-sur-Loire,3,27,5051,0%,0%,"99,4215318693091%","0,578468130690948%"
58060,Charrin,4,27,616,0%,0%,"46,3840399002494%","53,6159600997506%"
58061,Chasnay,4,27,118,0%,0%,0%,100%
58062,Chteau-Chinon (Ville),3,27,2397,0%,0%,"99,8202516476932%","0,179748352306771%"
58063,Chteau-Chinon (Campagne),3,27,565,0%,0%,"57,1182053494392%","42,8817946505608%"
58064,Chteauneuf-Val-de-Bargis,3,27,562,0%,0%,"61,2488521579431%","38,7511478420569%"
58065,Chtillon-en-Bazois,3,27,921,0%,0%,"88,9162561576355%","11,0837438423645%"
58066,Chtin,4,27,91,0%,0%,0%,100%
58067,Chaulgnes,3,27,1519,0%,0%,"98,8043839256061%","1,19561607439389%"
58068,Chaumard,4,27,211,0%,0%,0%,100%
58069,Chaumot,4,27,164,0%,0%,0%,100%
58070,Chazeuil,4,27,63,0%,0%,0%,100%
58071,Chevannes-Changy,4,27,134,0%,0%,0%,100%
58072,Chevenon,3,27,598,0%,0%,"89,1756869275604%","10,8243130724396%"
58073,Chevroches,3,27,130,0%,0%,"97,5206611570248%","2,47933884297521%"
58074,Chiddes,4,27,335,0%,0%,0%,100%
58075,Chitry-les-Mines,4,27,210,0%,0%,"23,1738035264484%","76,8261964735516%"
58076,Chougny,4,27,77,0%,0%,0%,100%
58077,Ciez,4,27,382,0%,0%,0%,100%
58078,Cizely,4,27,65,0%,0%,0%,100%
58079,Clamecy,3,27,4094,0%,0%,"93,6440677966102%","6,35593220338983%"
58080,La Collancelle,4,27,179,0%,0%,0%,100%
58081,Colm?ry,4,27,347,0%,0%,0%,100%
58082,Corancy,4,27,321,0%,0%,0%,100%
58083,Corbigny,3,27,1636,0%,0%,"95,7947255880257%","4,20527441197434%"
58084,Corvol-d'Embernard,4,27,91,0%,0%,0%,100%
58085,Corvol-l'Orgueilleux,3,27,813,0%,0%,"68,3431952662722%","31,6568047337278%"
58086,Cosne-Cours-sur-Loire,2,27,10449,0%,"69,7832319066539%","28,5671176381834%","1,6496504551627%"
58087,Cossaye,3,27,732,0%,0%,"45,3806356245381%","54,6193643754619%"
58088,Coulanges-l?s-Nevers,2,27,3785,0%,"89,1702812368826%","10,3260109136701%","0,503707849447321%"
58089,Couloutre,4,27,215,0%,0%,0%,100%
58090,Courcelles,4,27,218,0%,0%,0%,100%
58092,Crux-la-Ville,4,27,416,0%,0%,"3,34620334620335%","96,6537966537966%"
58093,Cuncy-l?s-Varzy,4,27,132,0%,0%,0%,100%
58094,Dampierre-sous-Bouhy,4,27,465,0%,0%,0%,100%
58095,Decize,2,27,5730,0%,"78,5399268086704%","16,6932532607676%","4,76681993056207%"
58096,Devay,3,27,512,0%,0%,"96,9879518072289%","3,01204819277108%"
58097,Diennes-Aubigny,4,27,96,0%,0%,0%,100%
58098,Dirol,4,27,120,0%,0%,0%,100%
58099,Dommartin,4,27,176,0%,0%,0%,100%
58101,Dompierre-sur-Ni?vre,4,27,197,0%,0%,0%,100%
58102,Donzy,3,27,1617,0%,0%,"75,6665541680729%","24,3334458319271%"
58103,Dornecy,3,27,507,0%,0%,"96,4873765093304%","3,51262349066959%"
58104,Dornes,3,27,1434,0%,0%,"69,3456614509246%","30,6543385490754%"
58105,Druy-Parigny,4,27,331,0%,0%,0%,100%
58106,Dun-les-Places,4,27,353,0%,0%,0%,100%
58107,Dun-sur-Grandry,4,27,171,0%,0%,0%,100%
58108,Empury,4,27,81,0%,0%,0%,100%
58109,Entrains-sur-Nohain,3,27,846,0%,0%,"70,8137188971083%","29,1862811028917%"
58110,Epiry,4,27,239,0%,0%,0%,100%
58111,Fchin,4,27,112,0%,0%,0%,100%
58112,La Fermet?,3,27,684,0%,0%,"67,2770700636943%","32,7229299363057%"
58113,Fertr?ve,4,27,106,0%,0%,0%,100%
58114,Fl?ty,4,27,112,0%,0%,0%,100%
58115,Fleury-sur-Loire,4,27,238,0%,0%,0%,100%
58116,Flez-Cuzy,4,27,135,0%,0%,"75,4789272030651%","24,5210727969349%"
58117,Fourchambault,2,27,4386,0%,"90,6449239823443%","9,30603236880824%","0,0490436488474743%"
58118,Fours,3,27,656,0%,0%,"80,0475059382423%","19,9524940617577%"
58119,Frasnay-Reugny,4,27,93,0%,0%,0%,100%
58120,Gcogne,4,27,258,0%,0%,0%,100%
58121,Garchizy,2,27,3849,0%,"78,4220532319392%","20,0841933731668%","1,49375339489408%"
58122,Garchy,4,27,451,0%,0%,0%,100%
58123,Germenay,4,27,146,0%,0%,0%,100%
58124,Germigny-sur-Loire,3,27,786,0%,0%,"84,788189987163%","15,211810012837%"
58125,Gien-sur-Cure,4,27,96,0%,0%,0%,100%
58126,Gimouille,3,27,470,0%,0%,"86,0091743119266%","13,9908256880734%"
58127,Giry,4,27,201,0%,0%,0%,100%
58128,Glux-en-Glenne,4,27,94,0%,0%,0%,100%
58129,Gouloux,4,27,185,0%,0%,0%,100%
58130,Grenois,4,27,103,0%,0%,0%,100%
58131,Gu?rigny,3,27,2537,0%,0%,"99,7995590298657%","0,200440970134295%"
58132,Guipy,4,27,276,0%,0%,0%,100%
58133,H?ry,4,27,76,0%,0%,0%,100%
58134,Imphy,3,27,3517,0%,0%,"98,7151363209025%","1,28486367909746%"
58135,Isenay,4,27,100,0%,0%,0%,100%
58136,Jailly,4,27,61,0%,0%,0%,100%
58137,Lamenay-sur-Loire,4,27,57,0%,0%,0%,100%
58138,Langeron,4,27,379,0%,0%,0%,100%
58139,Lanty,4,27,123,0%,0%,0%,100%
58140,Larochemillay,4,27,238,0%,0%,0%,100%
58141,Lavault-de-Fr?toy,4,27,63,0%,0%,0%,100%
58142,Limanton,4,27,246,0%,0%,0%,100%
58143,Limon,4,27,156,0%,0%,0%,100%
58144,Livry,3,27,712,0%,0%,"82,808902532617%","17,191097467383%"
58145,Lormes,3,27,1320,0%,0%,"82,937181663837%","17,062818336163%"
58146,Lucenay-l?s-Aix,3,27,1006,0%,0%,"60,3580562659846%","39,6419437340153%"
58147,Lurcy-le-Bourg,4,27,299,0%,0%,0%,100%
58148,Luthenay-Uxeloup,3,27,647,0%,0%,0%,100%
58149,Luzy,3,27,2022,0%,0%,"92,4309392265193%","7,56906077348066%"
58150,Lys,4,27,114,0%,0%,0%,100%
58151,La Machine,3,27,3445,0%,0%,"99,338270048842%","0,661729951158027%"
58152,Magny-Cours,3,27,1435,0%,0%,"90,3237674760854%","9,67623252391464%"
58153,Magny-Lormes,4,27,76,0%,0%,0%,100%
58154,La Maison-Dieu,4,27,126,0%,0%,0%,100%
58155,La Marche,3,27,573,0%,0%,"97,3659454374412%","2,6340545625588%"
58156,Marcy,4,27,162,0%,0%,0%,100%
58157,Marigny-l'glise,4,27,304,0%,0%,0%,100%
58158,Mars-sur-Allier,4,27,311,0%,0%,0%,100%
58159,Marigny-sur-Yonne,4,27,211,0%,0%,0%,100%
58160,Marzy,2,27,3869,0%,"70,4479194275113%","28,412403922608%","1,13967664988073%"
58161,Maux,4,27,144,0%,0%,0%,100%
58162,Menestreau,4,27,115,0%,0%,0%,100%
58163,Menou,4,27,183,0%,0%,0%,100%
58164,Mesves-sur-Loire,3,27,744,0%,0%,"95,5838323353293%","4,41616766467066%"
58165,Metz-le-Comte,4,27,171,0%,0%,0%,100%
58166,Mh?re,4,27,232,0%,0%,0%,100%
58168,Millay,4,27,453,0%,0%,0%,100%
58169,Moissy-Moulinot,4,27,25,0%,0%,0%,100%
58170,Monceaux-le-Comte,4,27,131,0%,0%,0%,100%
58171,Montapas,4,27,288,0%,0%,0%,100%
58172,Montambert,4,27,131,0%,0%,0%,100%
58173,Montaron,4,27,163,0%,0%,0%,100%
58174,Montenoison,4,27,123,0%,0%,0%,100%
58175,Mont-et-Marr?,4,27,169,0%,0%,0%,100%
58176,Montigny-aux-Amognes,3,27,625,0%,0%,"93,574297188755%","6,42570281124498%"
58177,Montigny-en-Morvan,4,27,305,0%,0%,0%,100%
58178,Montigny-sur-Canne,4,27,154,0%,0%,0%,100%
58179,Montreuillon,4,27,274,0%,0%,0%,100%
58180,Montsauche-les-Settons,4,27,534,0%,0%,0%,100%
58181,Moraches,4,27,144,0%,0%,0%,100%
58182,Moulins-Engilbert,3,27,1480,0%,0%,"90,9123692751533%","9,08763072484674%"
58183,Mouron-sur-Yonne,4,27,97,0%,0%,0%,100%
58184,Moussy,4,27,107,0%,0%,0%,100%
58185,Moux-en-Morvan,4,27,549,0%,0%,"62,1323529411765%","37,8676470588235%"
58186,Murlin,4,27,94,0%,0%,0%,100%
58187,Myennes,3,27,543,0%,0%,"98,6111111111111%","1,38888888888889%"
58188,Nannay,4,27,121,0%,0%,0%,100%
58189,Narcy,4,27,548,0%,0%,"46,2082912032356%","53,7917087967644%"
58190,Neuffontaines,4,27,111,0%,0%,0%,100%
58191,Neuilly,4,27,123,0%,0%,0%,100%
58192,Neuville-l?s-Decize,4,27,247,0%,0%,0%,100%
58193,Neuvy-sur-Loire,3,27,1499,0%,0%,"89,1692954784437%","10,8307045215563%"
58194,Nevers,2,27,34799,0%,"98,8708624850131%","1,12913751498687%",0%
58195,La Nocle-Maulaix,4,27,282,0%,0%,0%,100%
58196,Nolay,4,27,365,0%,0%,0%,100%
58197,Nuars,4,27,162,0%,0%,0%,100%
58198,Oisy,4,27,314,0%,0%,0%,100%
58199,Onlay,4,27,153,0%,0%,0%,100%
58200,Ouagne,4,27,157,0%,0%,0%,100%
58201,Oudan,4,27,147,0%,0%,0%,100%
58202,Ougny,4,27,25,0%,0%,0%,100%
58203,Oulon,4,27,68,0%,0%,0%,100%
58204,Vaux d'Amognes,4,27,558,0%,0%,"3,66441658630665%","96,3355834136933%"
58205,Ouroux-en-Morvan,4,27,640,0%,0%,0%,100%
58206,Parigny-la-Rose,4,27,40,0%,0%,0%,100%
58207,Parigny-les-Vaux,3,27,996,0%,0%,"95,9859508278976%","4,01404917210236%"
58208,Pazy,4,27,321,0%,0%,0%,100%
58209,Perroy,4,27,171,0%,0%,0%,100%
58210,Planchez,4,27,304,0%,0%,0%,100%
58211,Poil,4,27,142,0%,0%,0%,100%
58212,Poiseux,4,27,341,0%,0%,"9,46372239747634%","90,5362776025237%"
58213,Pougny,4,27,478,0%,0%,0%,100%
58214,Pougues-les-Eaux,3,27,2462,0%,0%,"96,2280325760823%","3,7719674239177%"
58215,Pouilly-sur-Loire,3,27,1725,0%,0%,"94,1627358490566%","5,8372641509434%"
58216,Pouques-Lormes,4,27,164,0%,0%,0%,100%
58217,Pousseaux,3,27,205,0%,0%,"97,6261127596439%","2,37388724035608%"
58218,Pr?mery,3,27,1883,0%,0%,"95,6674790143515%","4,33252098564852%"
58219,Pr?porch?,4,27,207,0%,0%,"22,1674876847291%","77,8325123152709%"
58220,Raveau,4,27,698,0%,0%,"85,7142857142857%","14,2857142857143%"
58221,R?milly,4,27,155,0%,0%,0%,100%
58222,Rix,4,27,158,0%,0%,0%,100%
58223,Rouy,4,27,620,0%,0%,0%,100%
58224,Ruages,4,27,103,0%,0%,0%,100%
58225,Saincaize-Meauce,4,27,391,0%,0%,0%,100%
58226,Saint-Agnan,4,27,145,0%,0%,0%,100%
58227,Saint-Amand-en-Puisaye,3,27,1307,0%,0%,"85,5921855921856%","14,4078144078144%"
58228,Saint-Andelain,4,27,496,0%,0%,"12,7326150832517%","87,2673849167483%"
58229,Saint-Andr?-en-Morvan,4,27,317,0%,0%,0%,100%
58230,Saint-Aubin-des-Chaumes,4,27,71,0%,0%,0%,100%
58231,Saint-Aubin-les-Forges,4,27,413,0%,0%,0%,100%
58232,Saint-Benin-d'Azy,3,27,1306,0%,0%,"76,5127388535032%","23,4872611464968%"
58233,Saint-Benin-des-Bois,4,27,176,0%,0%,0%,100%
58234,Saint-Bonnot,4,27,133,0%,0%,0%,100%
58235,Saint-Brisson,4,27,269,0%,0%,0%,100%
58236,Sainte-Colombe-des-Bois,4,27,128,0%,0%,0%,100%
58237,Saint-Didier,4,27,32,0%,0%,"31,25%","68,75%"
58238,Saint-loi,3,27,2243,0%,0%,"97,5768872320596%","2,42311276794035%"
58239,Saint-Firmin,4,27,190,0%,0%,0%,100%
58240,Saint-Franchy,4,27,77,0%,0%,0%,100%
58241,Saint-Germain-Chassenay,4,27,333,0%,0%,0%,100%
58242,Saint-Germain-des-Bois,4,27,115,0%,0%,0%,100%
58243,Saint-Gratien-Savigny,4,27,114,0%,0%,"54,5454545454545%","45,4545454545455%"
58244,Saint-Hilaire-en-Morvan,4,27,224,0%,0%,0%,100%
58245,Saint-Hilaire-Fontaine,4,27,180,0%,0%,0%,100%
58246,Saint-Honor?-les-Bains,3,27,765,0%,0%,"79,5287187039764%","20,4712812960236%"
58247,Saint-Jean-aux-Amognes,3,27,508,0%,0%,"64,0851887705712%","35,9148112294288%"
58248,Saint-Laurent-l'Abbaye,4,27,219,0%,0%,0%,100%
58249,Saint-L?ger-de-Fougeret,4,27,390,0%,0%,0%,100%
58250,Saint-L?ger-des-Vignes,2,27,1960,0%,"77,6206322795341%","20,549084858569%","1,83028286189684%"
58251,Saint-Loup,4,27,487,0%,0%,"12,3142250530786%","87,6857749469214%"
58252,Saint-Malo-en-Donziois,4,27,133,0%,0%,0%,100%
58253,Sainte-Marie,4,27,85,0%,0%,0%,100%
58254,Saint-Martin-d'Heuille,3,27,632,0%,0%,"98,8003427592117%","1,19965724078835%"
58255,Saint-Martin-du-Puy,4,27,276,0%,0%,0%,100%
58256,Saint-Martin-sur-Nohain,4,27,391,0%,0%,0%,100%
58257,Saint-Maurice,4,27,61,0%,0%,0%,100%
58258,Saint-Ouen-sur-Loire,3,27,568,0%,0%,"1,51946818613485%","98,4805318138652%"
58259,Saint-Parize-en-Viry,4,27,157,0%,0%,0%,100%
58260,Saint-Parize-le-Chtel,3,27,1363,0%,0%,"72,723626153229%","27,276373846771%"
58261,Saint-P?re,3,27,1146,0%,0%,"78,1696428571429%","21,8303571428571%"
58262,Saint-P?reuse,4,27,237,0%,0%,0%,100%
58263,Saint-Pierre-du-Mont,4,27,205,0%,0%,0%,100%
58264,Saint-Pierre-le-Motier,3,27,1978,0%,0%,"89,3252212389381%","10,6747787610619%"
58265,Saint-Quentin-sur-Nohain,4,27,108,0%,0%,0%,100%
58266,Saint-R?v?rien,4,27,162,0%,0%,0%,100%
58267,Saint-Saulge,3,27,830,0%,0%,"94,6666666666667%","5,33333333333333%"
58268,Saint-Seine,4,27,213,0%,0%,0%,100%
58269,Saint-Sulpice,4,27,416,0%,0%,0%,100%
58270,Saint-V?rain,4,27,346,0%,0%,"4,75482912332838%","95,2451708766716%"
58271,Saizy,4,27,195,0%,0%,0%,100%
58272,Sardy-l?s-piry,4,27,119,0%,0%,0%,100%
58273,Sauvigny-les-Bois,3,27,1497,0%,0%,"94,5685802681334%","5,43141973186662%"
58274,Savigny-Poil-Fol,4,27,133,0%,0%,0%,100%
58275,Saxi-Bourdon,4,27,302,0%,0%,0%,100%
58276,S?melay,4,27,242,0%,0%,0%,100%
58277,Sermages,4,27,195,0%,0%,"29,3193717277487%","70,6806282722513%"
58278,Sermoise-sur-Loire,3,27,1619,0%,0%,"92,5719895287958%","7,42801047120419%"
58279,Sichamps,4,27,195,0%,0%,"94,5945945945946%","5,40540540540541%"
58280,Sougy-sur-Loire,3,27,663,0%,0%,"91,304347826087%","8,69565217391304%"
58281,Suilly-la-Tour,3,27,614,0%,0%,"50,6961506961507%","49,3038493038493%"
58282,Surgy,3,27,363,0%,0%,"63,1276901004304%","36,8723098995696%"
58283,Taconnay,4,27,82,0%,0%,0%,100%
58284,Talon,4,27,43,0%,0%,0%,100%
58285,Tamnay-en-Bazois,4,27,178,0%,0%,0%,100%
58286,Tannay,3,27,599,0%,0%,"95,0044603033006%","4,99553969669938%"
58287,Tazilly,4,27,205,0%,0%,0%,100%
58288,Teigny,4,27,105,0%,0%,0%,100%
58289,Ternant,4,27,194,0%,0%,0%,100%
58290,Thaix,4,27,55,0%,0%,0%,100%
58291,Thianges,4,27,170,0%,0%,0%,100%
58292,Tintury,4,27,192,0%,0%,0%,100%
58293,Toury-Lurcy,4,27,429,0%,0%,0%,100%
58294,Toury-sur-Jour,4,27,122,0%,0%,0%,100%
58295,Tracy-sur-Loire,3,27,980,0%,0%,"77,7386934673367%","22,2613065326633%"
58296,Tresnay,4,27,154,0%,0%,0%,100%
58297,Trois-V?vres,4,27,240,0%,0%,0%,100%
58298,Tronsanges,3,27,396,0%,0%,"94,8339483394834%","5,16605166051661%"
58299,Trucy-l'Orgueilleux,3,27,224,0%,0%,"0,863930885529158%","99,1360691144708%"
58300,Urzy,3,27,1838,0%,0%,"98,482637875693%","1,51736212430697%"
58301,Vandenesse,3,27,326,0%,0%,0%,100%
58302,Varennes-l?s-Narcy,3,27,981,0%,0%,"76,2645914396887%","23,7354085603113%"
58303,Varennes-Vauzelles,2,27,9589,0%,"90,3120759837178%","8,3527815468114%","1,33514246947083%"
58304,Varzy,3,27,1417,0%,0%,"78,9544840018026%","21,0455159981974%"
58305,Vauclaix,4,27,134,0%,0%,0%,100%
58306,Verneuil,4,27,309,0%,0%,0%,100%
58307,Vielmanay,4,27,184,0%,0%,0%,100%
58308,Vignol,4,27,67,0%,0%,0%,100%
58309,Villapouron,4,27,427,0%,0%,0%,100%
58310,Villiers-le-Sec,4,27,50,0%,0%,0%,100%
58311,Ville-Langy,4,27,269,0%,0%,0%,100%
58312,Villiers-sur-Yonne,4,27,287,0%,0%,0%,100%
58313,Vitry-Lach?,4,27,86,0%,0%,0%,100%
59001,Abancourt,3,32,474,0%,0%,"98,9594172736732%","1,04058272632674%"
59002,Abscon,2,32,4475,0%,"96,5043839409322%","3,44946931241348%","0,0461467466543609%"
59003,Aibes,3,32,380,0%,0%,"92,3705722070845%","7,62942779291553%"
59004,Aix-en-P?v?le,3,32,1199,0%,0%,"99,5933306222041%","0,406669377795852%"
59005,Allennes-les-Marais,2,32,3508,0%,"95,3631926500144%","4,23485501004881%","0,401952339936836%"
59006,Amfroipret,3,32,236,0%,0%,100%,0%
59007,Anhiers,2,32,917,0%,"91,497975708502%","8,50202429149798%",0%
59008,Aniche,2,32,10417,0%,"96,1666498537274%","3,8030868556441%","0,0302632906284677%"
59009,Villeneuve-d'Ascq,1,32,63085,"96,2958541535208%","2,86934870474274%","0,834797141736446%",0%
59010,Anneux,4,32,283,0%,0%,100%,0%
59011,Annoeullin,2,32,10597,0%,"99,378096875316%","0,591566386894529%","0,030336737789463%"
59012,Anor,3,32,3318,0%,0%,"98,8547797041514%","1,14522029584858%"
59013,Anstaing,2,32,1446,0%,"94,7040498442368%","5,29595015576324%",0%
59014,Anzin,1,32,13586,100%,0%,0%,0%
59015,Arleux,3,32,3158,0%,0%,"99,9046862589357%","0,0953137410643368%"
59016,Armbouts-Cappel,3,32,2344,0%,0%,"98,0057611345003%","1,99423886549967%"
59017,Armenti?res,2,32,25373,0%,100%,0%,0%
59018,Arn?ke,3,32,1679,0%,0%,"97,216%","2,784%"
59019,Artres,3,32,1065,0%,0%,"99,2210321324245%","0,778967867575463%"
59021,Assevent,2,32,1857,0%,"99,9438990182328%","0,0561009817671809%",0%
59022,Attiches,2,32,2300,0%,"81,8880351262349%","17,145993413831%","0,965971459934138%"
59023,Aubencheul-au-Bac,3,32,535,0%,0%,100%,0%
59024,Auberchicourt,2,32,4437,0%,"98,9432265317594%","0,427206295671726%","0,629567172568859%"
59025,Aubers,3,32,1629,0%,0%,"99,1015274034142%","0,898472596585804%"
59026,Aubigny-au-Bac,3,32,1210,0%,0%,"99,3248945147679%","0,675105485232068%"
59027,Aubry-du-Hainaut,2,32,1667,"28,9557419728088%","70,4657217240382%",0%,"0,578536303153023%"
59028,Auby,1,32,7344,"86,1978265383817%","13,7191112341663%",0%,"0,0830622274520662%"
59029,Auchy-lez-Orchies,3,32,1553,0%,0%,"99,3472584856397%","0,652741514360313%"
59031,Audignies,3,32,361,0%,0%,100%,0%
59032,Aulnoy-lez-Valenciennes,1,32,7385,"89,3835092550099%","10,5247055224109%",0%,"0,0917852225791648%"
59033,Aulnoye-Aymeries,2,32,9093,0%,"98,4317290755156%","1,4205352576851%","0,14773566679925%"
59034,Avelin,2,32,2738,0%,"66,5999271933018%","32,8176192209683%","0,582453585729887%"
59035,Avesnelles,2,32,2528,0%,"81,3747684708788%","16,1555875694587%","2,46964395966248%"
59036,Avesnes-sur-Helpe,2,32,4809,0%,"92,2522735325381%","7,74772646746191%",0%
59037,Avesnes-les-Aubert,3,32,3669,0%,0%,"99,887529874877%","0,112470125123014%"
59038,Avesnes-le-Sec,3,32,1486,0%,0%,100%,0%
59039,Awoingt,2,32,862,0%,"62,7963525835866%","35,0151975683891%","2,18844984802432%"
59041,Bachant,2,32,2362,0%,"95,77281595491%","4,22718404508996%",0%
59042,Bachy,2,32,1711,0%,"73,8970588235294%","25,9898190045249%","0,113122171945701%"
59043,Bailleul,2,32,14725,0%,"77,0689772804803%","22,0713652179846%","0,859657501535103%"
59044,Baisieux,2,32,4800,0%,"91,3578947368421%","8,6%","0,0421052631578947%"
59045,Baives,4,32,167,0%,0%,0%,100%
59046,Bambecque,3,32,751,0%,0%,"94,5859872611465%","5,4140127388535%"
59047,Banteux,3,32,343,0%,0%,"94,8948948948949%","5,10510510510511%"
59048,Bantigny,3,32,519,0%,0%,"99,609375%","0,390625%"
59049,Bantouzelle,3,32,424,0%,0%,"98,547215496368%","1,45278450363196%"
59050,Bas-Lieu,3,32,361,0%,0%,"93,5837245696401%","6,41627543035994%"
59051,La Bass?e,2,32,6476,0%,"98,7568106822193%","1,24318931778068%",0%
59052,Bauvin,2,32,5272,0%,"99,185374632945%","0,814625367055035%",0%
59053,Bavay,3,32,3442,0%,0%,"98,6139781775287%","1,38602182247125%"
59054,Bavinchove,3,32,969,0%,0%,"97,9434447300771%","2,05655526992288%"
59055,Bazuel,3,32,545,0%,0%,"96,3740458015267%","3,62595419847328%"
59056,Beaucamps-Ligny,2,32,879,0%,"77,5923718712753%","20,7389749702026%","1,66865315852205%"
59057,Beaudignies,3,32,578,0%,0%,"99,2914083259522%","0,70859167404783%"
59058,Beaufort,3,32,1001,0%,0%,"96,2635201573255%","3,73647984267453%"
59059,Beaumont-en-Cambr?sis,3,32,451,0%,0%,100%,0%
59060,Beaurain,4,32,234,0%,0%,0%,100%
